API,Well_Number,Symbol_Desc,Symbol,Reliab,Location_Source,Lat27,Long27,Lat83,Long83,Wellbore_Status,Last_Permit_Issued,Last_Permit_Operator_Number,Last_Permit_Operator,Last_Permit_Lease_Name,Total_Depth,Surface_Location,Abstract,Survey,Block,Section,Distance1,Direction1,Distance2,Direction2,Proration_Schedule,District,LeaseID,Operator_Number,Operator,Lease_Name,Field,Well_No,Well_Type,On_Schedule,plugDate,plugDepth,plugOperator,plugLeasename
43934204,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.70537687,-97.37183756,32.70550856,-97.37213311,OPEN,677968,147715,CHESAPEAKE OPERATING INC.,ANIMAL,7153,Land,1033,MC CANNE T,,,211,N,1707,E,GAS,09,255462,842986,TEP BARNETT USA LLC,STRUCTURAL STEEL,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934204,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69150008,-97.35831469,32.69163233,-97.35860977,OPEN,677968,147715,CHESAPEAKE OPERATING INC.,ANIMAL,7153,Land,1033,MC CANNE T,,,211,N,1707,E,GAS,09,255462,842986,TEP BARNETT USA LLC,STRUCTURAL STEEL,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934207,W3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.68836941,-97.3538527,32.68850176,-97.35414763,LOCATION,677975,147715,CHESAPEAKE OPERATING INC.,ANIMAL,0,Land,1033,MC CANNE T,,,256,N,1677,E,,,,,,,,,,,,,,
43934207,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69137633,-97.35821691,32.69150853,-97.35851197,LOCATION,677975,147715,CHESAPEAKE OPERATING INC.,ANIMAL,0,Land,1033,MC CANNE T,,,256,N,1677,E,,,,,,,,,,,,,,
43934226,W2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.6885206,-97.3538529,32.68865296,-97.35414783,LOCATION,677974,147715,CHESAPEAKE OPERATING INC.,ANIMAL,0,Land,1033,MC CANNE T,,,256,N,1707,E,,,,,,,,,,,,,,
43934226,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69137638,-97.35831443,32.69150863,-97.35860947,LOCATION,677974,147715,CHESAPEAKE OPERATING INC.,ANIMAL,0,Land,1033,MC CANNE T,,,256,N,1707,E,,,,,,,,,,,,,,
43934247,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69781932,-97.41257632,32.697951,-97.41287303,LOCATION,679100,945936,XTO ENERGY INC.,LMRA WEST UNIT,0,Land,160,BURKE E H,,,1316,N,354,E,,,,,,,,,,,,,,
43934248,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69776434,-97.41257012,32.697896,-97.41286683,OPEN,679108,945936,XTO ENERGY INC.,LMRA WEST UNIT,6809,Land,160,BURKER E H,,,352,E,1336,N,GAS,09,253831,945936,XTO ENERGY INC.,LMRA MONT DEL B UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43934250,1H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.70339154,-97.41257553,32.703523,-97.41287224,LOCATION,679114,945936,XTO ENERGY INC.,LMRA EAST UNIT,0,Land,160,BURKER E H,,,1316,N,334,E,,,,,,,,,,,,,,
43934250,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69781933,-97.4125113,32.697951,-97.41280803,LOCATION,679114,945936,XTO ENERGY INC.,LMRA EAST UNIT,0,Land,160,BURKER E H,,,1316,N,334,E,,,,,,,,,,,,,,
43934335,3H,Gas Well,5,40,Operator reported location - Distances and Plat,32.70973805,-97.37882892,32.70986946,-97.37912463,OPEN,680681,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6851,Land,824,INMAN S C,,,1296,W,1943,S,GAS,09,253840,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST C UNIT,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43934335,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.71436144,-97.39070755,32.71449262,-97.3910037,OPEN,680681,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6851,Land,824,INMAN S C,,,1296,W,1943,S,GAS,09,253840,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST C UNIT,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43934336,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.7026876,-97.39304258,32.70281923,-97.39333875,OPEN,680683,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6860,Land,824,INMAN S C,,,1322,W,1956,S,GAS,09,253839,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43934336,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.7144178,-97.39062312,32.71454902,-97.39091919,OPEN,680683,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6860,Land,824,INMAN S C,,,1322,W,1956,S,GAS,09,253839,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43934337,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.71875691,-97.37882949,32.71888803,-97.37912525,OPEN,680685,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6812,Land,824,INMAN S C,,,1982,S,1320,W,GAS,09,256976,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST D UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43934337,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.71448918,-97.39062977,32.71462042,-97.39092589,OPEN,680685,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6812,Land,824,INMAN S C,,,1982,S,1320,W,GAS,09,256976,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST D UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43934338,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.71171924,-97.40203812,32.71185045,-97.40233453,OPEN,680676,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6788,Land,824,INMAN S C,,,1331,W,1933,S,GAS,09,253838,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934338,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.71435508,-97.39059373,32.71448632,-97.39088979,OPEN,680676,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,6788,Land,824,INMAN S C,,,1331,W,1933,S,GAS,09,253838,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK EAST A UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934454,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68054028,-97.39588686,32.68067272,-97.39618309,OPEN,683116,945936,XTO ENERGY INC.,EDWARDS OVERLAND SE B UNIT,6882,Land,1923,BURNETT J,,,1450,S,311,E,GAS,09,254248,945936,XTO ENERGY INC.,EDWARDS OVERLAND SE B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43934456,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68177336,-97.40611218,32.68190572,-97.40640871,OPEN,683115,945936,XTO ENERGY INC.,EDWARDS OVERLAND SE A UNIT,6928,Land,1923,BURNETT J,,,1449,S,323,E,GAS,09,254249,945936,XTO ENERGY INC.,EDWARDS OVERLAND SE A UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934526,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.7128133,-97.3667573,32.71294472,-97.36705267,OPEN,684313,147715,CHESAPEAKE OPERATING INC.,UNIVERSITY WEST,7021,Land,288,CONNER W D,,,577,S,2372,E,GAS,09,256239,842986,TEP BARNETT USA LLC,UNIVERSITY WEST,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934526,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72358821,-97.36763165,32.72371923,-97.36792712,OPEN,684313,147715,CHESAPEAKE OPERATING INC.,UNIVERSITY WEST,7021,Land,288,CONNER W D,,,577,S,2372,E,GAS,09,256239,842986,TEP BARNETT USA LLC,UNIVERSITY WEST,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934557,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.71303705,-97.36277309,32.71316843,-97.36306835,LOCATION,685016,147715,CHESAPEAKE OPERATING INC.,UNIVERSITY WEST,0,Land,288,CONNER W D,,,614,S,2379,E,,,,,,,,,,,,,,
43934557,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.72370196,-97.36765504,32.72383302,-97.36795042,LOCATION,685016,147715,CHESAPEAKE OPERATING INC.,UNIVERSITY WEST,0,Land,288,CONNER W D,,,614,S,2379,E,,,,,,,,,,,,,,
43934651,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.70654516,-97.37456684,32.7066768,-97.37486239,OPEN,688024,147715,CHESAPEAKE OPERATING INC.,DICK DAVIDSON,7005,Land,288,CONNER W D,,,638,S,2006,E,GAS,09,258656,842986,TEP BARNETT USA LLC,DAVIDSON DICK,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934651,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.72360796,-97.36768004,32.72373903,-97.36797542,OPEN,688024,147715,CHESAPEAKE OPERATING INC.,DICK DAVIDSON,7005,Land,288,CONNER W D,,,638,S,2006,E,GAS,09,258656,842986,TEP BARNETT USA LLC,DAVIDSON DICK,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43934701,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68116685,-97.39246804,32.68129922,-97.39276409,OPEN,688761,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS D UNIT,6853,Land,217,BBB&C RR CO,,,846,W,1884,S,GAS,09,256570,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS D UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43934701,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68955318,-97.4031448,32.68968525,-97.40344123,OPEN,688761,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS D UNIT,6853,Land,217,BBB&C RR CO,,,846,W,1884,S,GAS,09,256570,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS D UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43934703,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.697477,-97.40012749,32.69760878,-97.40042385,OPEN,688797,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6832,Land,217,BBB&C RR CO,,,1734,S,855,W,GAS,09,257300,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,TEMP ABANDONED,YES,,,,
43934703,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68914085,-97.4031095,32.68927297,-97.40340593,OPEN,688797,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6832,Land,217,BBB&C RR CO,,,1734,S,855,W,GAS,09,257300,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,TEMP ABANDONED,YES,,,,
43934781,1H,Canceled / Abandoned Location,9,40,Operator reported location - Distances and Plat,32.71782275,-97.41685834,32.71795374,-97.41715519,LOCATION,690203,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,233,S'LY W,1076,S'LY S,,,,,,,,,,,,,,
43934781,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72076522,-97.4142653,32.72089605,-97.41456212,LOCATION,690203,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,233,S'LY W,1076,S'LY S,,,,,,,,,,,,,,
43935032,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.7146401,-97.34232149,32.7147716,-97.34261614,OPEN,694742,945936,XTO ENERGY INC.,PAGE STREET B UNIT,7145,Land,463,ELLIS J N,,,1613,S,1053,E,GAS,09,258960,945936,XTO ENERGY INC.,PAGE STREET B UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43935078,3H,Canceled / Abandoned Location,9,40,Operator reported location - Distances and Plat,32.71802083,-97.41669076,32.71815174,-97.41698769,LOCATION,695102,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,198,S'LY W,967,S'LY S,,,,,,,,,,,,,,
43935078,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72076471,-97.41415148,32.72089555,-97.41444831,LOCATION,695102,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,198,S'LY W,967,S'LY S,,,,,,,,,,,,,,
43935079,4H,Canceled / Abandoned Location,9,40,Operator reported location - Distances and Plat,32.72176023,-97.41765654,32.72189099,-97.41795342,LOCATION,695103,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,233,S'LY W,974,S'LY S,,,,,,,,,,,,,,
43935079,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72078344,-97.41403743,32.72091425,-97.41433421,LOCATION,695103,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,233,S'LY W,974,S'LY S,,,,,,,,,,,,,,
43935081,2H,Canceled / Abandoned Location,9,40,Operator reported location - Distances and Plat,32.71761367,-97.41702258,32.71774465,-97.4173195,LOCATION,695101,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,128,S'LY W,974,S'LY S,,,,,,,,,,,,,,
43935081,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72078498,-97.41437887,32.72091585,-97.41467572,LOCATION,695101,147715,CHESAPEAKE OPERATING INC.,WESTRIDGE,0,Land,1006,MC ENTIRE S H,,,128,S'LY W,974,S'LY S,,,,,,,,,,,,,,
43935160,3H,Gas Well,5,40,Operator reported location - Distances and Plat,32.6988851,-97.40025221,32.69901683,-97.40054856,OPEN,696126,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK WEST B UNIT,6766,Land,135,BEASLEY F G,,,128,S,1683,W,GAS,09,259113,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK WEST B UNIT,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43935160,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.70932447,-97.4059216,32.70945582,-97.40621815,OPEN,696126,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK WEST B UNIT,6766,Land,135,BEASLEY F G,,,128,S,1683,W,GAS,09,259113,945936,XTO ENERGY INC.,EDWARDS CLEAR FORK WEST B UNIT,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43935165,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.73558703,-97.35752126,32.73571766,-97.35781644,OPEN,696187,945936,XTO ENERGY INC.,FOREST HOLLY UNIT,6933,Land,1402,SHIELDS G,,,748,N,2385,E,GAS,09,259038,945936,XTO ENERGY INC.,FOREST PARK B UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43935363,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.70642432,-97.3761533,32.70655589,-97.37644894,OPEN,701144,147715,CHESAPEAKE OPERATING INC.,DICK DAVIDSON,6984,Land,288,CONNER W D,,,676,S,2013,E,GAS,09,259202,842986,TEP BARNETT USA LLC,DICK DAVIDSON,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43935363,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.72371096,-97.36770304,32.72384202,-97.36799842,OPEN,701144,147715,CHESAPEAKE OPERATING INC.,DICK DAVIDSON,6984,Land,288,CONNER W D,,,676,S,2013,E,GAS,09,259202,842986,TEP BARNETT USA LLC,DICK DAVIDSON,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43935601,2H,Plugged Gas Well,8,40,Operator reported location - Distances and Plat,32.71838518,-97.35297399,32.71838518,-97.35297399,PLUG,705345,147715,CHESAPEAKE OPERATING INC.,MERRIMAC,6955,Land,688,HARRIS E S,,,416,W,2503,S,GAS,09,262033,147699,CHESAPEAKE OPERATING L.L.C.,MERRIMAC,NEWARK EAST (BARNETT SHALE),   2H ,HISTORY,NO,4/28/2016,6955,,
43935601,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.729386,-97.359171,32.729386,-97.35917099999999,PLUG,705345,147715,CHESAPEAKE OPERATING INC.,MERRIMAC,6955,Land,688,HARRIS E S,,,416,W,2503,S,GAS,09,262033,147699,CHESAPEAKE OPERATING L.L.C.,MERRIMAC,NEWARK EAST (BARNETT SHALE),   2H ,HISTORY,NO,4/28/2016,6955,,
43935637,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68556047,-97.35968954,32.68569293,-97.3599846,OPEN,706932,147715,CHESAPEAKE OPERATING INC.,THORNTON,7231,Land,1033,MC CANNE T,,,1400,S,1537,W,GAS,09,262966,842986,TEP BARNETT USA LLC,SANTA FE,NEWARK EAST (BARNETT SHALE),   5H ,TEMP ABANDONED,YES,,,,
43935719,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72104434,-97.4147929,32.72117514,-97.41508973,OPEN,709983,147715,CHESAPEAKE OPERATING INC.,EAGLE,6922,Land,1006,MC ENTIRE S H,,,4,W,920,S,GAS,09,266226,842986,TEP BARNETT USA LLC,EAGLE,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43935720,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72100571,-97.41477358,32.72113654,-97.41507043,OPEN,709986,147715,CHESAPEAKE OPERATING INC.,BIRDIE,6937,Land,1006,MC ENTIRE S H,,,11,W,906,S,GAS,09,266228,842986,TEP BARNETT USA LLC,BIRDIE,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43935728,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72084856,-97.41486864,32.72097944,-97.41516544,OPEN,710212,147715,CHESAPEAKE OPERATING INC.,PAR,6946,Land,256,COVINGTON HRS H,,,19,E,175,N,GAS,09,265921,842986,TEP BARNETT USA LLC,PAR,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43935729,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72088722,-97.41489122,32.72101804,-97.41518804,OPEN,710210,147715,CHESAPEAKE OPERATING INC.,PAR,6919,Land,256,COVINGTON HRS H,,,26,E,161,N,GAS,09,265585,842986,TEP BARNETT USA LLC,PAR,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43935730,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.72081266,-97.41484605,32.72094355,-97.41514284,OPEN,710214,147715,CHESAPEAKE OPERATING INC.,MULLIGAN,6943,Land,256,COVINGTON HRS H,,,12,E,188,N,GAS,09,265929,842986,TEP BARNETT USA LLC,MULLIGAN,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43935731,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.71915247,-97.41597595,32.7192834,-97.41627287,LOCATION,710215,147715,CHESAPEAKE OPERATING INC.,MULLIGAN,0,Land,1006,MC ENTIRE S H,,,2,W,859,S,,,,,,,,,,,,,,
43935731,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.7208767,-97.41480022,32.72100754,-97.41509703,LOCATION,710215,147715,CHESAPEAKE OPERATING INC.,MULLIGAN,0,Land,1006,MC ENTIRE S H,,,2,W,859,S,,,,,,,,,,,,,,
43935766,6H,Gas Well,5,40,Operator reported location - Distances and Plat,32.70832648,-97.36923783,32.70845806,-97.36953324,OPEN,710940,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,7129,Land,1438,SUTHERLAND E,,,725,S,1346,E,GAS,09,261651,842986,TEP BARNETT USA LLC,HORNED FROG,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43935766,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69407259,-97.35717097,32.69420474,-97.35746604,OPEN,710940,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,7129,Land,1438,SUTHERLAND E,,,725,S,1346,E,GAS,09,261651,842986,TEP BARNETT USA LLC,HORNED FROG,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43935767,4H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.67330141,-97.38081979,32.67343416,-97.38111552,LOCATION,711073,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,579,E,588,S,,,,,,,,,,,,,,
43935767,,Directional Surface Location,87,,Operator reported location - Distances and Plat,32.67366739,-97.37989699,32.67380015,-97.3801927,LOCATION,711073,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,579,E,588,S,,,,,,,,,,,,,,
43935768,5H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.67330453,-97.38076134,32.67343726,-97.38105702,LOCATION,711076,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,564,E,569,S,,,,,,,,,,,,,,
43935768,,Directional Surface Location,87,,Operator reported location - Distances and Plat,32.67361546,-97.37984832,32.67374825,-97.38014399,LOCATION,711076,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,564,E,569,S,,,,,,,,,,,,,,
43935769,6H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.6733049,-97.38070284,32.67343766,-97.38099852,LOCATION,711079,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,548,E,560,S,,,,,,,,,,,,,,
43935769,,Directional Surface Location,87,,Operator reported location - Distances and Plat,32.67359105,-97.37979636,32.67372376,-97.38009209,LOCATION,711079,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,548,E,560,S,,,,,,,,,,,,,,
43935781,1H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.67329755,-97.38099525,32.67343036,-97.38129093,LOCATION,711041,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,606,S,625,E,,,,,,,,,,,,,,
43935781,,Directional Surface Location,87,,Operator reported location - Distances and Plat,32.67371593,-97.38004642,32.67384865,-97.38034210000001,LOCATION,711041,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,606,S,625,E,,,,,,,,,,,,,,
43935782,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.67329792,-97.38093675,32.67343066,-97.38123253,LOCATION,711042,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,610,E,597,S,,,,,,,,,,,,,,
43935782,,Directional Surface Location,87,,Operator reported location - Distances and Plat,32.67369149,-97.37999771,32.67382425,-97.3802934,LOCATION,711042,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,610,E,597,S,,,,,,,,,,,,,,
43935783,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.67330104,-97.3808783,32.67343376,-97.38117402,LOCATION,711043,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,595,E,588,S,,,,,,,,,,,,,,
43935783,,Directional Surface Location,87,,Operator reported location - Distances and Plat,32.67366706,-97.37994899,32.67379985,-97.3802447,LOCATION,711043,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,595,E,588,S,,,,,,,,,,,,,,
43935787,7H,Permitted Location,2,55,Coordinates - Operator reported,32.67330603,-97.38064409,32.67343876,-97.38093982,LOCATION,711091,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,550,S,533,E,,,,,,,,,,,,,,
43935787,,Directional Surface Location,87,,Coordinates - Operator reported,32.67356453,-97.37974734,32.67369726,-97.38004299,LOCATION,711091,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF,0,Land,1092,MORGAN W J,,,550,S,533,E,,,,,,,,,,,,,,
43935791,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.71159559,-97.36725335,32.71172706,-97.36754868,OPEN,711686,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,7158,Land,1438,SUTHERLAND E,,,785,S,1347,E,GAS,09,262964,842986,TEP BARNETT USA LLC,HORNED FROG,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43935791,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.6942375,-97.3571132,32.69436964,-97.35740824,OPEN,711686,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,7158,Land,1438,SUTHERLAND E,,,785,S,1347,E,GAS,09,262964,842986,TEP BARNETT USA LLC,HORNED FROG,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43935792,4H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.69790815,-97.35539287,32.69804022,-97.3556879,LOCATION,711689,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,0,Land,1438,SUTHERLAND E,,,755,S,1347,E,,,,,,,,,,,,,,
43935792,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69415503,-97.35711445,32.69428714,-97.35740944,LOCATION,711689,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,0,Land,1438,SUTHERLAND E,,,755,S,1347,E,,,,,,,,,,,,,,
43935793,5H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.71223074,-97.36263944,32.71236216,-97.36293464,LOCATION,711690,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,0,Land,1438,SUTHERLAND E,,,740,S,1347,E,,,,,,,,,,,,,,
43935793,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69411379,-97.35711507,32.69424594,-97.35741014,LOCATION,711690,147715,CHESAPEAKE OPERATING INC.,HORNED FROG,0,Land,1438,SUTHERLAND E,,,740,S,1347,E,,,,,,,,,,,,,,
43935884,8H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69062507,-97.37692395,32.69075726,-97.37721964,OPEN,714445,147715,CHESAPEAKE OPERATING INC.,WESTCLIFF,7217,Land,1033,MC CANNE T,,,1501,W,1387,S,GAS,09,262608,842986,TEP BARNETT USA LLC,WESTCLIFF,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43935884,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68552415,-97.35980611,32.68565653,-97.36010121,OPEN,714445,147715,CHESAPEAKE OPERATING INC.,WESTCLIFF,7217,Land,1033,MC CANNE T,,,1501,W,1387,S,GAS,09,262608,842986,TEP BARNETT USA LLC,WESTCLIFF,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
